count_type,count,parish_id,id,week_id,year_range,year_id,split_year
Plague,,113,434,1668-1669-22,1668-1669,1669,1668/1669
Buried,2,114,435,1668-1669-22,1668-1669,1669,1668/1669
Plague,,114,436,1668-1669-22,1668-1669,1669,1668/1669
Buried,1,115,437,1668-1669-22,1668-1669,1669,1668/1669
Plague,,115,438,1668-1669-22,1668-1669,1669,1668/1669
Buried,,116,439,1668-1669-22,1668-1669,1669,1668/1669
Plague,,116,440,1668-1669-22,1668-1669,1669,1668/1669
Buried,,118,441,1668-1669-22,1668-1669,1669,1668/1669
Plague,,118,442,1668-1669-22,1668-1669,1669,1668/1669
Buried,,121,443,1668-1669-22,1668-1669,1669,1668/1669
Plague,,121,444,1668-1669-22,1668-1669,1669,1668/1669
Buried,,122,445,1668-1669-22,1668-1669,1669,1668/1669
Plague,,122,446,1668-1669-22,1668-1669,1669,1668/1669
Buried,,123,447,1668-1669-22,1668-1669,1669,1668/1669
Plague,,123,448,1668-1669-22,1668-1669,1669,1668/1669
Buried,,124,449,1668-1669-22,1668-1669,1669,1668/1669
Plague,,124,450,1668-1669-22,1668-1669,1669,1668/1669
Buried,1,125,451,1668-1669-22,1668-1669,1669,1668/1669
Plague,,125,452,1668-1669-22,1668-1669,1669,1668/1669
Buried,,126,453,1668-1669-22,1668-1669,1669,1668/1669
Plague,,126,454,1668-1669-22,1668-1669,1669,1668/1669
Buried,,127,455,1668-1669-22,1668-1669,1669,1668/1669
Plague,,127,456,1668-1669-22,1668-1669,1669,1668/1669
Buried,,128,457,1668-1669-22,1668-1669,1669,1668/1669
Plague,,128,458,1668-1669-22,1668-1669,1669,1668/1669
Buried,,132,459,1668-1669-22,1668-1669,1669,1668/1669
Plague,,132,460,1668-1669-22,1668-1669,1669,1668/1669
Buried,10,19,461,1668-1669-22,1668-1669,1669,1668/1669
Plague,,19,462,1668-1669-22,1668-1669,1669,1668/1669
Buried,,28,463,1668-1669-22,1668-1669,1669,1668/1669
Plague,,28,464,1668-1669-22,1668-1669,1669,1668/1669
Buried,,29,465,1668-1669-22,1668-1669,1669,1668/1669
Plague,,29,466,1668-1669-22,1668-1669,1669,1668/1669
Buried,,38,467,1668-1669-22,1668-1669,1669,1668/1669
Plague,,38,468,1668-1669-22,1668-1669,1669,1668/1669
Buried,,10,469,1668-1669-22,1668-1669,1669,1668/1669
Plague,,10,470,1668-1669-22,1668-1669,1669,1668/1669
Buried,5,34,471,1668-1669-22,1668-1669,1669,1668/1669
Plague,,34,472,1668-1669-22,1668-1669,1669,1668/1669
Buried,16,35,473,1668-1669-22,1668-1669,1669,1668/1669
Plague,,35,474,1668-1669-22,1668-1669,1669,1668/1669
Buried,5,37,475,1668-1669-22,1668-1669,1669,1668/1669
Plague,,37,476,1668-1669-22,1668-1669,1669,1668/1669
Buried,6,44,477,1668-1669-22,1668-1669,1669,1668/1669
Plague,,44,478,1668-1669-22,1668-1669,1669,1668/1669
Buried,2,51,479,1668-1669-22,1668-1669,1669,1668/1669
Plague,,51,480,1668-1669-22,1668-1669,1669,1668/1669
Buried,18,52,481,1668-1669-22,1668-1669,1669,1668/1669
Plague,,52,482,1668-1669-22,1668-1669,1669,1668/1669
Buried,13,117,483,1668-1669-22,1668-1669,1669,1668/1669
Plague,,117,484,1668-1669-22,1668-1669,1669,1668/1669
Buried,8,16,485,1668-1669-22,1668-1669,1669,1668/1669
Plague,,16,486,1668-1669-22,1668-1669,1669,1668/1669
Buried,6,15,487,1668-1669-22,1668-1669,1669,1668/1669
Plague,,15,488,1668-1669-22,1668-1669,1669,1668/1669
Buried,2,129,489,1668-1669-22,1668-1669,1669,1668/1669
Plague,,129,490,1668-1669-22,1668-1669,1669,1668/1669
Buried,3,131,491,1668-1669-22,1668-1669,1669,1668/1669
Plague,,131,492,1668-1669-22,1668-1669,1669,1668/1669
Buried,,9,493,1668-1669-22,1668-1669,1669,1668/1669
Plague,,9,494,1668-1669-22,1668-1669,1669,1668/1669
Buried,9,53,495,1668-1669-22,1668-1669,1669,1668/1669
Plague,,53,496,1668-1669-22,1668-1669,1669,1668/1669
Buried,3,12,497,1668-1669-22,1668-1669,1669,1668/1669
Plague,,12,498,1668-1669-22,1668-1669,1669,1668/1669
Buried,10,56,499,1668-1669-22,1668-1669,1669,1668/1669
Plague,,56,500,1668-1669-22,1668-1669,1669,1668/1669
Buried,15,64,501,1668-1669-22,1668-1669,1669,1668/1669
Plague,,64,502,1668-1669-22,1668-1669,1669,1668/1669
Buried,1,13,503,1668-1669-22,1668-1669,1669,1668/1669
Plague,,13,504,1668-1669-22,1668-1669,1669,1668/1669
Buried,10,69,505,1668-1669-22,1668-1669,1669,1668/1669
Plague,,69,506,1668-1669-22,1668-1669,1669,1668/1669
Buried,6,70,507,1668-1669-22,1668-1669,1669,1668/1669
Plague,,70,508,1668-1669-22,1668-1669,1669,1668/1669
Buried,2,89,509,1668-1669-22,1668-1669,1669,1668/1669
Plague,,89,510,1668-1669-22,1668-1669,1669,1668/1669
Buried,6,92,511,1668-1669-22,1668-1669,1669,1668/1669
Plague,,92,512,1668-1669-22,1668-1669,1669,1668/1669
Buried,16,96,513,1668-1669-22,1668-1669,1669,1668/1669
Plague,,96,514,1668-1669-22,1668-1669,1669,1668/1669
Buried,,120,515,1668-1669-22,1668-1669,1669,1668/1669
Plague,,120,516,1668-1669-22,1668-1669,1669,1668/1669
Buried,2,14,517,1668-1669-22,1668-1669,1669,1668/1669
Plague,,14,518,1668-1669-22,1668-1669,1669,1668/1669
Buried,25,130,519,1668-1669-22,1668-1669,1669,1668/1669
Plague,,130,520,1668-1669-22,1668-1669,1669,1668/1669
Buried,10,40,521,1668-1669-22,1668-1669,1669,1668/1669
Plague,,40,522,1668-1669-22,1668-1669,1669,1668/1669
Buried,,119,523,1668-1669-22,1668-1669,1669,1668/1669
Plague,,119,524,1668-1669-22,1668-1669,1669,1668/1669
Buried,2,77,525,1668-1669-22,1668-1669,1669,1668/1669
Plague,,77,526,1668-1669-22,1668-1669,1669,1668/1669
Buried,1,93,527,1668-1669-22,1668-1669,1669,1668/1669
Plague,,93,528,1668-1669-22,1668-1669,1669,1668/1669
Buried,5,76,529,1668-1669-22,1668-1669,1669,1668/1669
Plague,,76,530,1668-1669-22,1668-1669,1669,1668/1669
Buried,,133,531,1668-1669-22,1668-1669,1669,1668/1669
Plague,,133,532,1668-1669-22,1668-1669,1669,1668/1669
Buried,,17,533,1668-1669-23,1668-1669,1669,1668/1669
Plague,,17,534,1668-1669-23,1668-1669,1669,1668/1669
Buried,2,1,535,1668-1669-23,1668-1669,1669,1668/1669
Plague,,1,536,1668-1669-23,1668-1669,1669,1668/1669
Buried,,2,537,1668-1669-23,1668-1669,1669,1668/1669
Plague,,2,538,1668-1669-23,1668-1669,1669,1668/1669
Buried,,3,539,1668-1669-23,1668-1669,1669,1668/1669
Plague,,3,540,1668-1669-23,1668-1669,1669,1668/1669
Buried,,4,541,1668-1669-23,1668-1669,1669,1668/1669
Plague,,4,542,1668-1669-23,1668-1669,1669,1668/1669
Buried,,5,543,1668-1669-23,1668-1669,1669,1668/1669
Plague,,5,544,1668-1669-23,1668-1669,1669,1668/1669
Buried,,6,545,1668-1669-23,1668-1669,1669,1668/1669
Plague,,6,546,1668-1669-23,1668-1669,1669,1668/1669
Buried,1,7,547,1668-1669-23,1668-1669,1669,1668/1669
Plague,,7,548,1668-1669-23,1668-1669,1669,1668/1669
Buried,1,8,549,1668-1669-23,1668-1669,1669,1668/1669
Plague,,8,550,1668-1669-23,1668-1669,1669,1668/1669
Buried,,18,551,1668-1669-23,1668-1669,1669,1668/1669
Plague,,18,552,1668-1669-23,1668-1669,1669,1668/1669
Buried,,20,553,1668-1669-23,1668-1669,1669,1668/1669
Plague,,20,554,1668-1669-23,1668-1669,1669,1668/1669
Buried,,21,555,1668-1669-23,1668-1669,1669,1668/1669
Plague,,21,556,1668-1669-23,1668-1669,1669,1668/1669
Buried,,22,557,1668-1669-23,1668-1669,1669,1668/1669
Plague,,22,558,1668-1669-23,1668-1669,1669,1668/1669
Buried,,23,559,1668-1669-23,1668-1669,1669,1668/1669
Plague,,23,560,1668-1669-23,1668-1669,1669,1668/1669
Buried,,24,561,1668-1669-23,1668-1669,1669,1668/1669
Plague,,24,562,1668-1669-23,1668-1669,1669,1668/1669
Buried,,25,563,1668-1669-23,1668-1669,1669,1668/1669
Plague,,25,564,1668-1669-23,1668-1669,1669,1668/1669
Buried,,26,565,1668-1669-23,1668-1669,1669,1668/1669
Plague,,26,566,1668-1669-23,1668-1669,1669,1668/1669
Buried,,27,567,1668-1669-23,1668-1669,1669,1668/1669
Plague,,27,568,1668-1669-23,1668-1669,1669,1668/1669
Buried,,30,569,1668-1669-23,1668-1669,1669,1668/1669
Plague,,30,570,1668-1669-23,1668-1669,1669,1668/1669
Buried,,31,571,1668-1669-23,1668-1669,1669,1668/1669
Plague,,31,572,1668-1669-23,1668-1669,1669,1668/1669
Buried,,32,573,1668-1669-23,1668-1669,1669,1668/1669
Plague,,32,574,1668-1669-23,1668-1669,1669,1668/1669
Buried,,33,575,1668-1669-23,1668-1669,1669,1668/1669
Plague,,33,576,1668-1669-23,1668-1669,1669,1668/1669
Buried,,36,577,1668-1669-23,1668-1669,1669,1668/1669
Plague,,36,578,1668-1669-23,1668-1669,1669,1668/1669
Buried,,11,579,1668-1669-23,1668-1669,1669,1668/1669
Plague,,11,580,1668-1669-23,1668-1669,1669,1668/1669
Buried,,39,581,1668-1669-23,1668-1669,1669,1668/1669
Plague,,39,582,1668-1669-23,1668-1669,1669,1668/1669
Buried,,41,583,1668-1669-23,1668-1669,1669,1668/1669
Plague,,41,584,1668-1669-23,1668-1669,1669,1668/1669
Buried,,42,585,1668-1669-23,1668-1669,1669,1668/1669
Plague,,42,586,1668-1669-23,1668-1669,1669,1668/1669
Buried,,43,587,1668-1669-23,1668-1669,1669,1668/1669
Plague,,43,588,1668-1669-23,1668-1669,1669,1668/1669
Buried,,45,589,1668-1669-23,1668-1669,1669,1668/1669
Plague,,45,590,1668-1669-23,1668-1669,1669,1668/1669
Buried,,46,591,1668-1669-23,1668-1669,1669,1668/1669
Plague,,46,592,1668-1669-23,1668-1669,1669,1668/1669
Buried,,47,593,1668-1669-23,1668-1669,1669,1668/1669
Plague,,47,594,1668-1669-23,1668-1669,1669,1668/1669
Buried,1,48,595,1668-1669-23,1668-1669,1669,1668/1669
Plague,,48,596,1668-1669-23,1668-1669,1669,1668/1669
Buried,,49,597,1668-1669-23,1668-1669,1669,1668/1669
Plague,,49,598,1668-1669-23,1668-1669,1669,1668/1669
Buried,,50,599,1668-1669-23,1668-1669,1669,1668/1669
Plague,,50,600,1668-1669-23,1668-1669,1669,1668/1669
Buried,,54,601,1668-1669-23,1668-1669,1669,1668/1669
Plague,,54,602,1668-1669-23,1668-1669,1669,1668/1669
Buried,1,55,603,1668-1669-23,1668-1669,1669,1668/1669
Plague,,55,604,1668-1669-23,1668-1669,1669,1668/1669
Buried,,57,605,1668-1669-23,1668-1669,1669,1668/1669
Plague,,57,606,1668-1669-23,1668-1669,1669,1668/1669
Buried,,58,607,1668-1669-23,1668-1669,1669,1668/1669
Plague,,58,608,1668-1669-23,1668-1669,1669,1668/1669
Buried,1,59,609,1668-1669-23,1668-1669,1669,1668/1669
Plague,,59,610,1668-1669-23,1668-1669,1669,1668/1669
Buried,,60,611,1668-1669-23,1668-1669,1669,1668/1669
Plague,,60,612,1668-1669-23,1668-1669,1669,1668/1669
Buried,,61,613,1668-1669-23,1668-1669,1669,1668/1669
Plague,,61,614,1668-1669-23,1668-1669,1669,1668/1669
Buried,1,62,615,1668-1669-23,1668-1669,1669,1668/1669
Plague,,62,616,1668-1669-23,1668-1669,1669,1668/1669
Buried,,63,617,1668-1669-23,1668-1669,1669,1668/1669
Plague,1,63,618,1668-1669-23,1668-1669,1669,1668/1669
Buried,,65,619,1668-1669-23,1668-1669,1669,1668/1669
Plague,,65,620,1668-1669-23,1668-1669,1669,1668/1669
Buried,,66,621,1668-1669-23,1668-1669,1669,1668/1669
Plague,,66,622,1668-1669-23,1668-1669,1669,1668/1669
Buried,,67,623,1668-1669-23,1668-1669,1669,1668/1669
Plague,,67,624,1668-1669-23,1668-1669,1669,1668/1669
Buried,,68,625,1668-1669-23,1668-1669,1669,1668/1669
Plague,,68,626,1668-1669-23,1668-1669,1669,1668/1669
Buried,,71,627,1668-1669-23,1668-1669,1669,1668/1669
Plague,,71,628,1668-1669-23,1668-1669,1669,1668/1669
Buried,2,72,629,1668-1669-23,1668-1669,1669,1668/1669
Plague,,72,630,1668-1669-23,1668-1669,1669,1668/1669
Buried,,73,631,1668-1669-23,1668-1669,1669,1668/1669
Plague,,73,632,1668-1669-23,1668-1669,1669,1668/1669
Buried,,74,633,1668-1669-23,1668-1669,1669,1668/1669
Plague,,74,634,1668-1669-23,1668-1669,1669,1668/1669
Buried,1,75,635,1668-1669-23,1668-1669,1669,1668/1669
Plague,,75,636,1668-1669-23,1668-1669,1669,1668/1669
Buried,,83,637,1668-1669-23,1668-1669,1669,1668/1669
Plague,,83,638,1668-1669-23,1668-1669,1669,1668/1669
Buried,,84,639,1668-1669-23,1668-1669,1669,1668/1669
Plague,,84,640,1668-1669-23,1668-1669,1669,1668/1669
Buried,,85,641,1668-1669-23,1668-1669,1669,1668/1669
Plague,,85,642,1668-1669-23,1668-1669,1669,1668/1669
Buried,,90,643,1668-1669-23,1668-1669,1669,1668/1669
Plague,,90,644,1668-1669-23,1668-1669,1669,1668/1669
Buried,,86,645,1668-1669-23,1668-1669,1669,1668/1669
Plague,,86,646,1668-1669-23,1668-1669,1669,1668/1669
Buried,,87,647,1668-1669-23,1668-1669,1669,1668/1669
Plague,,87,648,1668-1669-23,1668-1669,1669,1668/1669
Buried,,88,649,1668-1669-23,1668-1669,1669,1668/1669
Plague,,88,650,1668-1669-23,1668-1669,1669,1668/1669
Buried,,91,651,1668-1669-23,1668-1669,1669,1668/1669
Plague,,91,652,1668-1669-23,1668-1669,1669,1668/1669
Buried,,94,653,1668-1669-23,1668-1669,1669,1668/1669
Plague,,94,654,1668-1669-23,1668-1669,1669,1668/1669
Buried,,95,655,1668-1669-23,1668-1669,1669,1668/1669
Plague,,95,656,1668-1669-23,1668-1669,1669,1668/1669
Buried,,97,657,1668-1669-23,1668-1669,1669,1668/1669
Plague,,97,658,1668-1669-23,1668-1669,1669,1668/1669
Buried,,98,659,1668-1669-23,1668-1669,1669,1668/1669
Plague,,98,660,1668-1669-23,1668-1669,1669,1668/1669
Buried,,78,661,1668-1669-23,1668-1669,1669,1668/1669
Plague,,78,662,1668-1669-23,1668-1669,1669,1668/1669
Buried,,79,663,1668-1669-23,1668-1669,1669,1668/1669
Plague,,79,664,1668-1669-23,1668-1669,1669,1668/1669
Buried,,80,665,1668-1669-23,1668-1669,1669,1668/1669
Plague,,80,666,1668-1669-23,1668-1669,1669,1668/1669
Buried,,81,667,1668-1669-23,1668-1669,1669,1668/1669
Plague,,81,668,1668-1669-23,1668-1669,1669,1668/1669
Buried,,82,669,1668-1669-23,1668-1669,1669,1668/1669
Plague,,82,670,1668-1669-23,1668-1669,1669,1668/1669
Buried,,99,671,1668-1669-23,1668-1669,1669,1668/1669
Plague,,99,672,1668-1669-23,1668-1669,1669,1668/1669
Buried,,100,673,1668-1669-23,1668-1669,1669,1668/1669
Plague,,100,674,1668-1669-23,1668-1669,1669,1668/1669
Buried,,101,675,1668-1669-23,1668-1669,1669,1668/1669
Plague,,101,676,1668-1669-23,1668-1669,1669,1668/1669
Buried,,102,677,1668-1669-23,1668-1669,1669,1668/1669
Plague,,102,678,1668-1669-23,1668-1669,1669,1668/1669
Buried,,103,679,1668-1669-23,1668-1669,1669,1668/1669
Plague,,103,680,1668-1669-23,1668-1669,1669,1668/1669
Buried,,104,681,1668-1669-23,1668-1669,1669,1668/1669
Plague,,104,682,1668-1669-23,1668-1669,1669,1668/1669
Buried,,105,683,1668-1669-23,1668-1669,1669,1668/1669
Plague,,105,684,1668-1669-23,1668-1669,1669,1668/1669
Buried,,106,685,1668-1669-23,1668-1669,1669,1668/1669
Plague,,106,686,1668-1669-23,1668-1669,1669,1668/1669
Buried,,107,687,1668-1669-23,1668-1669,1669,1668/1669
Plague,,107,688,1668-1669-23,1668-1669,1669,1668/1669
Buried,,108,689,1668-1669-23,1668-1669,1669,1668/1669
Plague,,108,690,1668-1669-23,1668-1669,1669,1668/1669
Buried,,109,691,1668-1669-23,1668-1669,1669,1668/1669
Plague,,109,692,1668-1669-23,1668-1669,1669,1668/1669
Buried,,110,693,1668-1669-23,1668-1669,1669,1668/1669
Plague,,110,694,1668-1669-23,1668-1669,1669,1668/1669
Buried,,111,695,1668-1669-23,1668-1669,1669,1668/1669
Plague,,111,696,1668-1669-23,1668-1669,1669,1668/1669
Buried,,112,697,1668-1669-23,1668-1669,1669,1668/1669
Plague,,112,698,1668-1669-23,1668-1669,1669,1668/1669
Buried,,113,699,1668-1669-23,1668-1669,1669,1668/1669
Plague,,113,700,1668-1669-23,1668-1669,1669,1668/1669
Buried,,114,701,1668-1669-23,1668-1669,1669,1668/1669
Plague,,114,702,1668-1669-23,1668-1669,1669,1668/1669
Buried,,115,703,1668-1669-23,1668-1669,1669,1668/1669
Plague,,115,704,1668-1669-23,1668-1669,1669,1668/1669
Buried,,116,705,1668-1669-23,1668-1669,1669,1668/1669
Plague,,116,706,1668-1669-23,1668-1669,1669,1668/1669
Buried,,118,707,1668-1669-23,1668-1669,1669,1668/1669
Plague,,118,708,1668-1669-23,1668-1669,1669,1668/1669
Buried,,121,709,1668-1669-23,1668-1669,1669,1668/1669
Plague,,121,710,1668-1669-23,1668-1669,1669,1668/1669
Buried,1,122,711,1668-1669-23,1668-1669,1669,1668/1669
Plague,,122,712,1668-1669-23,1668-1669,1669,1668/1669
Buried,,123,713,1668-1669-23,1668-1669,1669,1668/1669
Plague,,123,714,1668-1669-23,1668-1669,1669,1668/1669
Buried,1,124,715,1668-1669-23,1668-1669,1669,1668/1669
Plague,,124,716,1668-1669-23,1668-1669,1669,1668/1669
Buried,1,125,717,1668-1669-23,1668-1669,1669,1668/1669
Plague,,125,718,1668-1669-23,1668-1669,1669,1668/1669
Buried,,126,719,1668-1669-23,1668-1669,1669,1668/1669
Plague,,126,720,1668-1669-23,1668-1669,1669,1668/1669
Buried,,127,721,1668-1669-23,1668-1669,1669,1668/1669
Plague,,127,722,1668-1669-23,1668-1669,1669,1668/1669
Buried,,128,723,1668-1669-23,1668-1669,1669,1668/1669
Plague,,128,724,1668-1669-23,1668-1669,1669,1668/1669
Buried,,132,725,1668-1669-23,1668-1669,1669,1668/1669
Plague,,132,726,1668-1669-23,1668-1669,1669,1668/1669
Buried,15,19,727,1668-1669-23,1668-1669,1669,1668/1669
Plague,,19,728,1668-1669-23,1668-1669,1669,1668/1669
Buried,,28,729,1668-1669-23,1668-1669,1669,1668/1669
Plague,1,28,730,1668-1669-23,1668-1669,1669,1668/1669
Buried,,29,731,1668-1669-23,1668-1669,1669,1668/1669
Plague,,29,732,1668-1669-23,1668-1669,1669,1668/1669
Buried,1,38,733,1668-1669-23,1668-1669,1669,1668/1669
Plague,,38,734,1668-1669-23,1668-1669,1669,1668/1669
Buried,,10,735,1668-1669-23,1668-1669,1669,1668/1669
Plague,,10,736,1668-1669-23,1668-1669,1669,1668/1669
Buried,3,34,737,1668-1669-23,1668-1669,1669,1668/1669
Plague,,34,738,1668-1669-23,1668-1669,1669,1668/1669
Buried,16,35,739,1668-1669-23,1668-1669,1669,1668/1669
Plague,,35,740,1668-1669-23,1668-1669,1669,1668/1669
Buried,6,37,741,1668-1669-23,1668-1669,1669,1668/1669
Plague,,37,742,1668-1669-23,1668-1669,1669,1668/1669
Buried,1,44,743,1668-1669-23,1668-1669,1669,1668/1669
Plague,,44,744,1668-1669-23,1668-1669,1669,1668/1669
Buried,1,51,745,1668-1669-23,1668-1669,1669,1668/1669
Plague,,51,746,1668-1669-23,1668-1669,1669,1668/1669
Buried,25,52,747,1668-1669-23,1668-1669,1669,1668/1669
Plague,,52,748,1668-1669-23,1668-1669,1669,1668/1669
Buried,10,117,749,1668-1669-23,1668-1669,1669,1668/1669
Plague,,117,750,1668-1669-23,1668-1669,1669,1668/1669
Buried,9,16,751,1668-1669-23,1668-1669,1669,1668/1669
Plague,,16,752,1668-1669-23,1668-1669,1669,1668/1669
Buried,7,15,753,1668-1669-23,1668-1669,1669,1668/1669
Plague,,15,754,1668-1669-23,1668-1669,1669,1668/1669
Buried,1,129,755,1668-1669-23,1668-1669,1669,1668/1669
Plague,,129,756,1668-1669-23,1668-1669,1669,1668/1669
Buried,,131,757,1668-1669-23,1668-1669,1669,1668/1669
Plague,,131,758,1668-1669-23,1668-1669,1669,1668/1669
Buried,,9,759,1668-1669-23,1668-1669,1669,1668/1669
Plague,,9,760,1668-1669-23,1668-1669,1669,1668/1669
Buried,16,53,761,1668-1669-23,1668-1669,1669,1668/1669
Plague,,53,762,1668-1669-23,1668-1669,1669,1668/1669
Buried,2,12,763,1668-1669-23,1668-1669,1669,1668/1669
Plague,,12,764,1668-1669-23,1668-1669,1669,1668/1669
Buried,7,56,765,1668-1669-23,1668-1669,1669,1668/1669
Plague,,56,766,1668-1669-23,1668-1669,1669,1668/1669
Buried,6,64,767,1668-1669-23,1668-1669,1669,1668/1669
Plague,,64,768,1668-1669-23,1668-1669,1669,1668/1669
Buried,9,13,769,1668-1669-23,1668-1669,1669,1668/1669
Plague,,13,770,1668-1669-23,1668-1669,1669,1668/1669
Buried,9,69,771,1668-1669-23,1668-1669,1669,1668/1669
Plague,,69,772,1668-1669-23,1668-1669,1669,1668/1669
Buried,4,70,773,1668-1669-23,1668-1669,1669,1668/1669
Plague,,70,774,1668-1669-23,1668-1669,1669,1668/1669
Buried,5,89,775,1668-1669-23,1668-1669,1669,1668/1669
Plague,,89,776,1668-1669-23,1668-1669,1669,1668/1669
Buried,8,92,777,1668-1669-23,1668-1669,1669,1668/1669
Plague,,92,778,1668-1669-23,1668-1669,1669,1668/1669
Buried,7,96,779,1668-1669-23,1668-1669,1669,1668/1669
Plague,,96,780,1668-1669-23,1668-1669,1669,1668/1669
Buried,,120,781,1668-1669-23,1668-1669,1669,1668/1669
Plague,,120,782,1668-1669-23,1668-1669,1669,1668/1669
Buried,,14,783,1668-1669-23,1668-1669,1669,1668/1669
Plague,,14,784,1668-1669-23,1668-1669,1669,1668/1669
Buried,30,130,785,1668-1669-23,1668-1669,1669,1668/1669
Plague,,130,786,1668-1669-23,1668-1669,1669,1668/1669
Buried,4,40,787,1668-1669-23,1668-1669,1669,1668/1669
Plague,,40,788,1668-1669-23,1668-1669,1669,1668/1669
Buried,5,119,789,1668-1669-23,1668-1669,1669,1668/1669
Plague,,119,790,1668-1669-23,1668-1669,1669,1668/1669
Buried,11,77,791,1668-1669-23,1668-1669,1669,1668/1669
Plague,,77,792,1668-1669-23,1668-1669,1669,1668/1669
Buried,2,93,793,1668-1669-23,1668-1669,1669,1668/1669
Plague,,93,794,1668-1669-23,1668-1669,1669,1668/1669
Buried,13,76,795,1668-1669-23,1668-1669,1669,1668/1669
Plague,,76,796,1668-1669-23,1668-1669,1669,1668/1669
Buried,,133,797,1668-1669-23,1668-1669,1669,1668/1669
Plague,,133,798,1668-1669-23,1668-1669,1669,1668/1669
Buried,,17,799,1668-1669-24,1668-1669,1669,1668/1669
Plague,,17,800,1668-1669-24,1668-1669,1669,1668/1669
Buried,2,1,801,1668-1669-24,1668-1669,1669,1668/1669
Plague,,1,802,1668-1669-24,1668-1669,1669,1668/1669
Buried,,2,803,1668-1669-24,1668-1669,1669,1668/1669
Plague,,2,804,1668-1669-24,1668-1669,1669,1668/1669
Buried,,3,805,1668-1669-24,1668-1669,1669,1668/1669
Plague,,3,806,1668-1669-24,1668-1669,1669,1668/1669
Buried,,4,807,1668-1669-24,1668-1669,1669,1668/1669
Plague,,4,808,1668-1669-24,1668-1669,1669,1668/1669
Buried,,5,809,1668-1669-24,1668-1669,1669,1668/1669
Plague,,5,810,1668-1669-24,1668-1669,1669,1668/1669
Buried,,6,811,1668-1669-24,1668-1669,1669,1668/1669
Plague,,6,812,1668-1669-24,1668-1669,1669,1668/1669
Buried,,7,813,1668-1669-24,1668-1669,1669,1668/1669
Plague,,7,814,1668-1669-24,1668-1669,1669,1668/1669
Buried,2,8,815,1668-1669-24,1668-1669,1669,1668/1669
Plague,,8,816,1668-1669-24,1668-1669,1669,1668/1669
Buried,1,18,817,1668-1669-24,1668-1669,1669,1668/1669
Plague,,18,818,1668-1669-24,1668-1669,1669,1668/1669
Buried,,20,819,1668-1669-24,1668-1669,1669,1668/1669
Plague,,20,820,1668-1669-24,1668-1669,1669,1668/1669
Buried,,21,821,1668-1669-24,1668-1669,1669,1668/1669
Plague,,21,822,1668-1669-24,1668-1669,1669,1668/1669
Buried,,22,823,1668-1669-24,1668-1669,1669,1668/1669
Plague,,22,824,1668-1669-24,1668-1669,1669,1668/1669
Buried,,23,825,1668-1669-24,1668-1669,1669,1668/1669
Plague,,23,826,1668-1669-24,1668-1669,1669,1668/1669
Buried,,24,827,1668-1669-24,1668-1669,1669,1668/1669
Plague,,24,828,1668-1669-24,1668-1669,1669,1668/1669
Buried,,25,829,1668-1669-24,1668-1669,1669,1668/1669
Plague,,25,830,1668-1669-24,1668-1669,1669,1668/1669
Buried,,26,831,1668-1669-24,1668-1669,1669,1668/1669
Plague,,26,832,1668-1669-24,1668-1669,1669,1668/1669
Buried,,27,833,1668-1669-24,1668-1669,1669,1668/1669
Plague,,27,834,1668-1669-24,1668-1669,1669,1668/1669
Buried,1,30,835,1668-1669-24,1668-1669,1669,1668/1669
Plague,,30,836,1668-1669-24,1668-1669,1669,1668/1669
Buried,,31,837,1668-1669-24,1668-1669,1669,1668/1669
Plague,,31,838,1668-1669-24,1668-1669,1669,1668/1669
Buried,,32,839,1668-1669-24,1668-1669,1669,1668/1669
Plague,,32,840,1668-1669-24,1668-1669,1669,1668/1669
Buried,,33,841,1668-1669-24,1668-1669,1669,1668/1669
Plague,,33,842,1668-1669-24,1668-1669,1669,1668/1669
Buried,,36,843,1668-1669-24,1668-1669,1669,1668/1669
Plague,,36,844,1668-1669-24,1668-1669,1669,1668/1669
Buried,2,11,845,1668-1669-24,1668-1669,1669,1668/1669
